物品ID	物品名称	物品类型	稀有度	物品介绍
1991	耐麻珠2【4】	装饰品	8	能够提升麻痹耐性技能的装饰品。
1992	耐眠珠2【4】	装饰品	8	能够提升睡眠耐性技能的装饰品。
1993	耐绝珠2【4】	装饰品	8	能够提升昏厥耐性技能的装饰品。
1994	耐爆珠2【4】	装饰品	8	能够提升爆破异常耐性技能的装饰品。
1995	耐裂珠2【4】	装饰品	8	能够提升裂伤耐性技能的装饰品。
1996	耐防珠2【4】	装饰品	8	能够提升防御力下降耐性技能的装饰品。
1997	耐瘴珠2【4】	装饰品	8	能够提升瘴气耐性技能的装饰品。
1998	无食珠2【4】	装饰品	8	能够提升饥饿耐性技能的装饰品。
1999	早复珠2【4】	装饰品	8	能够提升回复速度技能的装饰品。
2000	潜伏珠2【4】	装饰品	8	能够提升潜伏技能的装饰品。
2001	威吓珠2【4】	装饰品	8	能够提升威吓技能的装饰品。
2002	指示珠2【4】	装饰品	8	能够提升指示随从技能的装饰品。
2003	潜伏珠3【4】	装饰品	8	能够提升潜伏技能的装饰品。
2004	威吓珠3【4】	装饰品	8	能够提升威吓技能的装饰品。
2005	指示珠3【4】	装饰品	8	能够提升指示随从技能的装饰品。
2006	特射珠2【4】	装饰品	11	能够提升特殊射击强化技能的装饰品。
2007	炮手珠2【4】	装饰品	8	能够提升炮击手技能的装饰品。
2008	植学珠2【4】	装饰品	8	能够提升植生学技能的装饰品。
2009	地学珠2【4】	装饰品	8	能够提升地质学技能的装饰品。
2010	环境珠2【4】	装饰品	8	能够提升环境利用知识技能的装饰品。
2011	沼渡珠2【4】	装饰品	8	能够提升适应水场·深雪技能的装饰品。
2012	标本珠2【4】	装饰品	8	能够提升昆虫标本达人技能的装饰品。
2013	鼓笛珠2【4】	装饰品	8	能够提升吹笛名人技能的装饰品。
2014	植学珠4【4】	装饰品	10	能够提升植生学技能的装饰品。
2015	地学珠3【4】	装饰品	10	能够提升地质学技能的装饰品。
2016	环境珠3【4】	装饰品	10	能够提升环境利用知识技能的装饰品。
2017	标本珠3【4】	装饰品	10	能够提升昆虫标本达人技能的装饰品。
2018	持续珠2【4】	装饰品	8	能够提升道具使用强化技能的装饰品。
2019	防御珠2【4】	装饰品	8	能够提升防御技能的装饰品。
2020	持续珠3【4】	装饰品	10	能够提升道具使用强化技能的装饰品。
2021	防御珠3【4】	装饰品	9	能够提升防御技能的装饰品。
2022	炮术珠2【4】	装饰品	8	能够提升炮术技能的装饰品。
2023	防音珠2【4】	装饰品	11	能够提升耳塞技能的装饰品。
2024	防风珠2【4】	装饰品	11	能够提升风压耐性技能的装饰品。
2025	攻击珠2【4】	装饰品	11	能够提升攻击技能的装饰品。
2026	达人珠2【4】	装饰品	11	能够提升看破技能的装饰品。
2027	匠珠2【4】	装饰品	11	能够提升匠技能技能的装饰品。
2028	全开珠2【4】	装饰品	10	能够提升力量解放技能的装饰品。
2029	挑战珠2【4】	装饰品	10	能够提升挑战者技能的装饰品。
2030	底力珠2【4】	装饰品	10	能够提升火场怪力技能的装饰品。
2031	逆上珠2【4】	装饰品	10	能够提升怨恨技能的装饰品。
2032	体术珠2【4】	装饰品	9	能够提升体术技能的装饰品。
2033	回避珠2【4】	装饰品	10	能够提升回避性能技能的装饰品。
2034	铁壁珠2【4】	装饰品	9	能够提升防御性能技能的装饰品。
2035	友爱珠2【4】	装饰品	9	能够提升广域化技能的装饰品。
2036	夺气·体术珠【4】	装饰品	9	能够提升夺取耐力技能和体术技能的装饰品。
2037	逆境·体术珠【4】	装饰品	8	能够提升不屈技能和体术技能的装饰品。
2038	绝路·体术珠【4】	装饰品	8	能够提升死里逃生技能和体术技能的装饰品。
2039	铁壁·体术珠【4】	装饰品	9	能够提升防御性能技能和体术技能的装饰品。
2040	友爱·体术珠【4】	装饰品	9	能够提升广域化技能和体术技能的装饰品。
2041	节食·体术珠【4】	装饰品	8	能够提升满足感技能和体术技能的装饰品。
2042	投石·体术珠【4】	装饰品	8	能够提升投射器装填数技能和提升体术技能的装饰品。
2043	耐属·体术珠【4】	装饰品	9	能够提升属性异常状态的耐性技能和体术技能的装饰品。
2044	飞燕·体术珠【4】	装饰品	9	能够提升飞燕技能和体术技能的装饰品。
2045	强走·体术珠【4】	装饰品	9	能够提升跑者技能和体术技能的装饰品。
2046	早气·体术珠【4】	装饰品	9	能够提升急速回复耐力技能和体术技能的装饰品。
2047	跳跃·体术珠【4】	装饰品	9	能够提升回避距离提升技能和提升体术技能的装饰品。
2048	速纳·体术珠【4】	装饰品	9	能够提升纳刀术技能和体术技能的装饰品。
2049	快吃·体术珠【4】	装饰品	9	能够提升快吃技能和体术技能的装饰品。
2050	研磨·体术珠【4】	装饰品	9	能够提升砥石使用高速化技能和体术技能的装饰品。
2051	爆师·体术珠【4】	装饰品	9	能够提升炸弹客技能和体术技能的装饰品。
2052	茸好·体术珠【4】	装饰品	9	能够提升最爱菇类技能和体术技能的装饰品。
2053	滑走·体术珠【4】	装饰品	8	能够提升滑走强化技能和体术技能的装饰品。
2054	守势·体术珠【4】	装饰品	8	能够提升攻击守势技能和体术技能的装饰品。
2055	夺气·回避珠【4】	装饰品	9	能够提升夺取耐力技能和回避性能技能的装饰品。
2056	逆境·回避珠【4】	装饰品	8	能够提升不屈技能和回避性能技能的装饰品。
2057	绝路·回避珠【4】	装饰品	8	能够提升死里逃生技能和回避性能技能的装饰品。
2058	铁壁·回避珠【4】	装饰品	9	能够提升防御性能技能和回避性能技能的装饰品。
2059	友爱·回避珠【4】	装饰品	9	能够提升广域化技能和回避性能技能的装饰品。
2060	节食·回避珠【4】	装饰品	8	能够提升满足感技能和回避性能技能的装饰品。
2061	投石·回避珠【4】	装饰品	8	能够提升投射器装填数技能和提升回避性能技能的装饰品。
2062	耐属·回避珠【4】	装饰品	9	能够提升属性异常状态的耐性技能和回避性能技能的装饰品。
2063	飞燕·回避珠【4】	装饰品	9	能够提升飞燕技能和回避性能技能的装饰品。
2064	强走·回避珠【4】	装饰品	9	能够提升跑者技能和回避性能技能的装饰品。
2065	早气·回避珠【4】	装饰品	9	能够提升急速回复耐力技能和回避性能技能的装饰品。
2066	跳跃·回避珠【4】	装饰品	9	能够提升回避距离提升技能和提升回避性能技能的装饰品。
2067	速纳·回避珠【4】	装饰品	9	能够提升纳刀术技能和回避性能技能的装饰品。
2068	快吃·回避珠【4】	装饰品	9	能够提升快吃技能和回避性能技能的装饰品。
2069	研磨·回避珠【4】	装饰品	9	能够提升砥石使用高速化技能和回避性能技能的装饰品。
2070	爆师·回避珠【4】	装饰品	9	能够提升炸弹客技能和回避性能技能的装饰品。
2071	茸好·回避珠【4】	装饰品	9	能够提升最爱菇类技能和回避性能技能的装饰品。
2072	滑走·回避珠【4】	装饰品	8	能够提升滑走强化技能和回避性能技能的装饰品。
2073	守势·回避珠【4】	装饰品	8	能够提升攻击守势技能和回避性能技能的装饰品。
2074	夺气·攻击珠【4】	装饰品	9	能够提升夺取耐力技能和攻击技能的装饰品。
2075	逆境·攻击珠【4】	装饰品	8	能够提升不屈技能和攻击技能的装饰品。
2076	绝路·攻击珠【4】	装饰品	8	能够提升死里逃生技能和攻击技能的装饰品。
2077	铁壁·攻击珠【4】	装饰品	9	能够提升防御性能技能和攻击技能的装饰品。
2078	友爱·攻击珠【4】	装饰品	9	能够提升广域化技能和攻击技能的装饰品。
2079	节食·攻击珠【4】	装饰品	8	能够提升满足感技能和攻击技能的装饰品。
2080	投石·攻击珠【4】	装饰品	8	能够提升投射器装填数技能和提升攻击技能的装饰品。
2081	耐属·攻击珠【4】	装饰品	9	能够提升属性异常状态的耐性技能和攻击技能的装饰品。
2082	飞燕·攻击珠【4】	装饰品	9	能够提升飞燕技能和攻击技能的装饰品。
2083	强走·攻击珠【4】	装饰品	9	能够提升跑者技能和攻击技能的装饰品。
2084	早气·攻击珠【4】	装饰品	9	能够提升急速回复耐力技能和攻击技能的装饰品。
2085	跳跃·攻击珠【4】	装饰品	9	能够提升回避距离提升技能和提升攻击技能的装饰品。
2086	速纳·攻击珠【4】	装饰品	9	能够提升纳刀术技能和攻击技能的装饰品。
2087	快吃·攻击珠【4】	装饰品	9	能够提升快吃技能和攻击技能的装饰品。
2088	研磨·攻击珠【4】	装饰品	9	能够提升砥石使用高速化技能和攻击技能的装饰品。
2089	爆师·攻击珠【4】	装饰品	9	能够提升炸弹客技能和攻击技能的装饰品。
2090	茸好·攻击珠【4】	装饰品	9	能够提升最爱菇类技能和攻击技能的装饰品。
2091	滑走·攻击珠【4】	装饰品	8	能够提升滑走强化技能和攻击技能的装饰品。
2092	守势·攻击珠【4】	装饰品	8	能够提升攻击守势技能和攻击技能的装饰品。
2093	夺气·达人珠【4】	装饰品	9	能够提升夺取耐力技能和看破技能的装饰品。
2094	逆境·达人珠【4】	装饰品	8	能够提升不屈技能和看破技能的装饰品。
2095	绝路·达人珠【4】	装饰品	8	能够提升死里逃生技能和看破技能的装饰品。
2096	铁壁·达人珠【4】	装饰品	9	能够提升防御性能技能和看破技能的装饰品。
2097	友爱·达人珠【4】	装饰品	9	能够提升广域化技能和看破技能的装饰品。
2098	节食·达人珠【4】	装饰品	8	能够提升满足感技能和看破技能的装饰品。
2099	投石·达人珠【4】	装饰品	8	能够提升投射器装填数技能和提升看破技能的装饰品。
2100	耐属·达人珠【4】	装饰品	9	能够提升属性异常状态的耐性技能和看破技能的装饰品。
2101	飞燕·达人珠【4】	装饰品	9	能够提升飞燕技能和看破技能的装饰品。
2102	强走·达人珠【4】	装饰品	9	能够提升跑者技能和看破技能的装饰品。
2103	早气·达人珠【4】	装饰品	9	能够提升急速回复耐力技能和看破技能的装饰品。
2104	跳跃·达人珠【4】	装饰品	9	能够提升回避距离提升技能和提升看破技能的装饰品。
2105	速纳·达人珠【4】	装饰品	9	能够提升纳刀术技能和看破技能的装饰品。
2106	快吃·达人珠【4】	装饰品	9	能够提升快吃技能和看破技能的装饰品。
2107	研磨·达人珠【4】	装饰品	9	能够提升砥石使用高速化技能和看破技能的装饰品。
2108	爆师·达人珠【4】	装饰品	9	能够提升炸弹客技能和看破技能的装饰品。
2109	茸好·达人珠【4】	装饰品	9	能够提升最爱菇类技能和看破技能的装饰品。
2110	滑走·达人珠【4】	装饰品	8	能够提升滑走强化技能和看破技能的装饰品。
2111	守势·达人珠【4】	装饰品	8	能够提升攻击守势技能和看破技能的装饰品。
2112	夺气·解放珠【4】	装饰品	10	能够提升夺取耐力技能和属性解放／装填扩充技能的装饰品。
2113	逆境·解放珠【4】	装饰品	9	能够提升不屈技能和属性解放／装填扩充技能的装饰品。
2114	绝路·解放珠【4】	装饰品	9	能够提升死里逃生技能和属性解放／装填扩充技能的装饰品。
2115	铁壁·解放珠【4】	装饰品	10	能够提升防御性能技能和属性解放／装填扩充技能的装饰品。
2116	友爱·解放珠【4】	装饰品	10	能够提升广域化技能和属性解放／装填扩充技能的装饰品。
2117	节食·解放珠【4】	装饰品	9	能够提升满足感技能和属性解放／装填扩充技能的装饰品。
2118	投石·解放珠【4】	装饰品	9	能够提升投射器装填数技能和提升属性解放／装填扩充技能的装饰品。
2119	耐属·解放珠【4】	装饰品	10	能够提升属性异常状态的耐性技能和属性解放／装填扩充技能的装饰品。
2120	飞燕·解放珠【4】	装饰品	10	能够提升飞燕技能和属性解放／装填扩充技能的装饰品。
2121	强走·解放珠【4】	装饰品	10	能够提升跑者技能和属性解放／装填扩充技能的装饰品。
2122	早气·解放珠【4】	装饰品	10	能够提升急速回复耐力技能和属性解放／装填扩充技能的装饰品。
2123	跳跃·解放珠【4】	装饰品	10	能够提升回避距离提升技能和提升属性解放／装填扩充技能的装饰品。
2124	速纳·解放珠【4】	装饰品	10	能够提升纳刀术技能和属性解放／装填扩充技能的装饰品。
2125	快吃·解放珠【4】	装饰品	10	能够提升快吃技能和属性解放／装填扩充技能的装饰品。
2126	研磨·解放珠【4】	装饰品	10	能够提升砥石使用高速化技能和属性解放／装填扩充技能的装饰品。
2127	爆师·解放珠【4】	装饰品	10	能够提升炸弹客技能和属性解放／装填扩充技能的装饰品。
2128	茸好·解放珠【4】	装饰品	10	能够提升最爱菇类技能和属性解放／装填扩充技能的装饰品。
2129	滑走·解放珠【4】	装饰品	9	能够提升滑走强化技能和属性解放／装填扩充技能的装饰品。
2130	守势·解放珠【4】	装饰品	9	能够提升攻击守势技能和属性解放／装填扩充技能的装饰品。
2131	夺气·匠珠【4】	装饰品	10	能够提升夺取耐力技能和匠技能的装饰品。
2132	逆境·匠珠【4】	装饰品	9	能够提升不屈技能和匠技能的装饰品。
2133	绝路·匠珠【4】	装饰品	9	能够提升死里逃生技能和匠技能的装饰品。
2134	铁壁·匠珠【4】	装饰品	10	能够提升防御性能技能和匠技能的装饰品。
2135	友爱·匠珠【4】	装饰品	10	能够提升广域化技能和匠技能的装饰品。
2136	节食·匠珠【4】	装饰品	9	能够提升满足感技能和匠技能的装饰品。
2137	投石·匠珠【4】	装饰品	9	能够提升投射器装填数技能和提升匠技能的装饰品。
2138	耐属·匠珠【4】	装饰品	10	能够提升属性异常状态的耐性技能和匠技能的装饰品。
2139	飞燕·匠珠【4】	装饰品	10	能够提升飞燕技能和匠技能的装饰品。
2140	强走·匠珠【4】	装饰品	10	能够提升跑者技能和匠技能的装饰品。
2141	早气·匠珠【4】	装饰品	10	能够提升急速回复耐力技能和匠技能的装饰品。
2142	跳跃·匠珠【4】	装饰品	10	能够提升回避距离提升技能和提升匠技能的装饰品。
2143	速纳·匠珠【4】	装饰品	10	能够提升纳刀术技能和匠技能的装饰品。
2144	快吃·匠珠【4】	装饰品	10	能够提升快吃技能和匠技能的装饰品。
2145	研磨·匠珠【4】	装饰品	10	能够提升砥石使用高速化技能和匠技能的装饰品。
2146	爆师·匠珠【4】	装饰品	10	能够提升炸弹客技能和匠技能的装饰品。
2147	茸好·匠珠【4】	装饰品	10	能够提升最爱菇类技能和匠技能的装饰品。
2148	滑走·匠珠【4】	装饰品	9	能够提升滑走强化技能和匠技能的装饰品。
2149	守势·匠珠【4】	装饰品	9	能够提升攻击守势技能和匠技能的装饰品。
2150	耐震·加护珠【4】	装饰品	9	能够提升耐震技能和精灵加护技能的装饰品。
2151	缩短·加护珠【4】	装饰品	9	能够提升集中技能和精灵加护技能的装饰品。
2152	昂扬·加护珠【4】	装饰品	9	能够提升强化持续技能和精灵加护技能的装饰品。
2153	重击·加护珠【4】	装饰品	9	能够提升破坏王技能和精灵加护技能的装饰品。
2154	击晕·加护珠【4】	装饰品	9	能够提升击晕术技能和精灵加护技能的装饰品。
2155	底力·加护珠【4】	装饰品	9	能够提升火场怪力技能和精灵加护技能的装饰品。
2156	防风·加护珠【4】	装饰品	9	能够提升风压耐性技能和精灵加护技能的装饰品。
2157	拔刀·加护珠【4】	装饰品	9	能够提升拔刀术【技】技能和精灵加护技能的装饰品。
2158	全开·加护珠【4】	装饰品	9	能够提升力量解放技能和精灵加护技能的装饰品。
2159	挑战·加护珠【4】	装饰品	9	能够提升挑战者技能和精灵加护技能的装饰品。
2160	无伤·加护珠【4】	装饰品	9	能够提升无伤技能和精灵加护技能的装饰品。
2161	逆上·加护珠【4】	装饰品	9	能够提升怨恨技能和精灵加护技能的装饰品。
2162	浑身·加护珠【4】	装饰品	9	能够提升精神抖擞技能和精灵加护技能的装饰品。
2163	耐冲·加护珠【4】	装饰品	9	能够提升减轻胆怯技能和精灵加护技能的装饰品。
2164	转福·加护珠【4】	装饰品	10	能够提升转祸为福技能和精灵加护技能的装饰品。
2165	防音·加护珠【4】	装饰品	10	能够提升耳塞技能和精灵加护技能的装饰品。
2166	超心·加护珠【4】	装饰品	10	能够提升超会心技能和精灵加护技能的装饰品。
2167	痛击·加护珠【4】	装饰品	10	能够提升弱点特效技能和精灵加护技能的装饰品。
2168	匠·加护珠【4】	装饰品	10	能够提升匠技能和精灵加护技能的装饰品。
2169	解放·加护珠【4】	装饰品	9	能够提升属性解放／装填扩充技能和精灵加护技能的装饰品。
2170	耐震·治愈珠【4】	装饰品	9	能够提升耐震技能和提升体力回复量技能的装饰品。
2171	缩短·治愈珠【4】	装饰品	9	能够提升集中技能和提升体力回复量技能的装饰品。
2172	昂扬·治愈珠【4】	装饰品	9	能够提升强化持续技能和提升体力回复量技能的装饰品。
2173	重击·治愈珠【4】	装饰品	9	能够提升破坏王技能和提升体力回复量技能的装饰品。
2174	击晕·治愈珠【4】	装饰品	9	能够提升击晕术技能和提升体力回复量技能的装饰品。
2175	底力·治愈珠【4】	装饰品	9	能够提升火场怪力技能和提升体力回复量技能的装饰品。
2176	防风·治愈珠【4】	装饰品	9	能够提升风压耐性技能和提升体力回复量技能的装饰品。
2177	拔刀·治愈珠【4】	装饰品	9	能够提升拔刀术【技】技能和提升体力回复量技能的装饰品。
2178	全开·治愈珠【4】	装饰品	9	能够提升力量解放技能和提升体力回复量技能的装饰品。
2179	挑战·治愈珠【4】	装饰品	9	能够提升挑战者技能和提升体力回复量技能的装饰品。
2180	无伤·治愈珠【4】	装饰品	9	能够提升无伤技能和提升体力回复量技能的装饰品。
2181	逆上·治愈珠【4】	装饰品	9	能够提升怨恨技能和提升体力回复量技能的装饰品。
2182	浑身·治愈珠【4】	装饰品	9	能够提升精神抖擞技能和提升体力回复量技能的装饰品。
2183	耐冲·治愈珠【4】	装饰品	9	能够提升减轻胆怯技能和提升体力回复量技能的装饰品。
2184	转福·治愈珠【4】	装饰品	10	能够提升转祸为福技能和提升体力回复量技能的装饰品。
2185	防音·治愈珠【4】	装饰品	10	能够提升耳塞技能和提升体力回复量技能的装饰品。
2186	超心·治愈珠【4】	装饰品	10	能够提升超会心技能和提升体力回复量技能的装饰品。
2187	痛击·治愈珠【4】	装饰品	10	能够提升弱点特效技能和提升体力回复量技能的装饰品。
2188	匠·治愈珠【4】	装饰品	10	能够提升匠技能和提升体力回复量技能的装饰品。
2189	解放·治愈珠【4】	装饰品	10	能够提升属性解放／装填扩充技能和提升体力回复量技能的装饰品。
2190	耐震·体力珠【4】	装饰品	9	能够提升耐震技能和体力增强技能的装饰品。
2191	缩短·体力珠【4】	装饰品	9	能够提升集中技能和体力增强技能的装饰品。
2192	昂扬·体力珠【4】	装饰品	9	能够提升强化持续技能和体力增强技能的装饰品。
2193	重击·体力珠【4】	装饰品	9	能够提升破坏王技能和体力增强技能的装饰品。
2194	击晕·体力珠【4】	装饰品	9	能够提升击晕术技能和体力增强技能的装饰品。
2195	底力·体力珠【4】	装饰品	9	能够提升火场怪力技能和体力增强技能的装饰品。
2196	防风·体力珠【4】	装饰品	9	能够提升风压耐性技能和体力增强技能的装饰品。
2197	拔刀·体力珠【4】	装饰品	9	能够提升拔刀术【技】技能和体力增强技能的装饰品。
2198	全开·体力珠【4】	装饰品	9	能够提升力量解放技能和体力增强技能的装饰品。
2199	挑战·体力珠【4】	装饰品	9	能够提升挑战者技能和体力增强技能的装饰品。
2200	无伤·体力珠【4】	装饰品	9	能够提升无伤技能和体力增强技能的装饰品。
2201	逆上·体力珠【4】	装饰品	9	能够提升怨恨技能和体力增强技能的装饰品。
2202	浑身·体力珠【4】	装饰品	9	能够提升精神抖擞技能和体力增强技能的装饰品。
2203	耐冲·体力珠【4】	装饰品	9	能够提升减轻胆怯技能和体力增强技能的装饰品。
2204	转福·体力珠【4】	装饰品	10	能够提升转祸为福技能和体力增强技能的装饰品。
2205	防音·体力珠【4】	装饰品	10	能够提升耳塞技能和体力增强技能的装饰品。
2206	超心·体力珠【4】	装饰品	10	能够提升超会心技能和体力增强技能的装饰品。
2207	痛击·体力珠【4】	装饰品	10	能够提升弱点特效技能和体力增强技能的装饰品。
2208	匠·体力珠【4】	装饰品	10	能够提升匠技能和体力增强技能的装饰品。
2209	解放·体力珠【4】	装饰品	10	能够提升属性解放／装填扩充技能和体力增强技能的装饰品。
2210	耐震·整备珠【4】	装饰品	9	能够提升耐震技能和整备技能的装饰品。
2211	缩短·整备珠【4】	装饰品	9	能够提升集中技能和整备技能的装饰品。
2212	昂扬·整备珠【4】	装饰品	9	能够提升强化持续技能和整备技能的装饰品。
2213	重击·整备珠【4】	装饰品	9	能够提升破坏王技能和整备技能的装饰品。
2214	击晕·整备珠【4】	装饰品	9	能够提升击晕术技能和整备技能的装饰品。
2215	底力·整备珠【4】	装饰品	9	能够提升火场怪力技能和整备技能的装饰品。
2216	防风·整备珠【4】	装饰品	9	能够提升风压耐性技能和整备技能的装饰品。
2217	拔刀·整备珠【4】	装饰品	9	能够提升拔刀术【技】技能和整备技能的装饰品。
2218	全开·整备珠【4】	装饰品	9	能够提升力量解放技能和整备技能的装饰品。
2219	挑战·整备珠【4】	装饰品	9	能够提升挑战者技能和整备技能的装饰品。
2220	无伤·整备珠【4】	装饰品	9	能够提升无伤技能和整备技能的装饰品。
2221	逆上·整备珠【4】	装饰品	9	能够提升怨恨技能和整备技能的装饰品。
2222	浑身·整备珠【4】	装饰品	9	能够提升精神抖擞技能和整备技能的装饰品。
2223	耐冲·整备珠【4】	装饰品	9	能够提升减轻胆怯技能和整备技能的装饰品。
2224	转福·整备珠【4】	装饰品	10	能够提升转祸为福技能和整备技能的装饰品。
2225	防音·整备珠【4】	装饰品	10	能够提升耳塞技能和整备技能的装饰品。
2226	超心·整备珠【4】	装饰品	10	能够提升超会心技能和整备技能的装饰品。
2227	痛击·整备珠【4】	装饰品	10	能够提升弱点特效技能和整备技能的装饰品。
2228	匠·整备珠【4】	装饰品	10	能够提升匠技能和整备技能的装饰品。
2229	解放·整备珠【4】	装饰品	10	能够提升属性解放／装填扩充技能和整备技能的装饰品。
2230	耐震·体术珠【4】	装饰品	10	能够提升耐震技能和体术技能的装饰品。
2231	缩短·体术珠【4】	装饰品	10	能够提升集中技能和体术技能的装饰品。
2232	昂扬·体术珠【4】	装饰品	10	能够提升强化持续技能和体术技能的装饰品。
2233	重击·体术珠【4】	装饰品	10	能够提升破坏王技能和体术技能的装饰品。
2234	击晕·体术珠【4】	装饰品	10	能够提升击晕术技能和体术技能的装饰品。
2235	底力·体术珠【4】	装饰品	10	能够提升火场怪力技能和体术技能的装饰品。
2236	防风·体术珠【4】	装饰品	10	能够提升风压耐性技能和体术技能的装饰品。
2237	拔刀·体术珠【4】	装饰品	10	能够提升拔刀术【技】技能和体术技能的装饰品。
2238	全开·体术珠【4】	装饰品	10	能够提升力量解放技能和体术技能的装饰品。
2239	挑战·体术珠【4】	装饰品	10	能够提升挑战者技能和体术技能的装饰品。
2240	无伤·体术珠【4】	装饰品	10	能够提升无伤技能和体术技能的装饰品。
2241	逆上·体术珠【4】	装饰品	10	能够提升怨恨技能和体术技能的装饰品。
2242	浑身·体术珠【4】	装饰品	10	能够提升精神抖擞技能和体术技能的装饰品。
2243	耐冲·体术珠【4】	装饰品	10	能够提升减轻胆怯技能和体术技能的装饰品。
2244	转福·体术珠【4】	装饰品	11	能够提升转祸为福技能和体术技能的装饰品。
2245	防音·体术珠【4】	装饰品	11	能够提升耳塞技能和体术技能的装饰品。
2246	超心·体术珠【4】	装饰品	11	能够提升超会心技能和体术技能的装饰品。
2247	痛击·体术珠【4】	装饰品	11	能够提升弱点特效技能和体术技能的装饰品。
2248	匠·体术珠【4】	装饰品	11	能够提升匠技能和体术技能的装饰品。
2249	解放·体术珠【4】	装饰品	11	能够提升属性解放／装填扩充技能和体术技能的装饰品。
2250	耐震·回避珠【4】	装饰品	10	能够提升耐震技能和回避性能技能的装饰品。
2251	缩短·回避珠【4】	装饰品	10	能够提升集中技能和回避性能技能的装饰品。
2252	昂扬·回避珠【4】	装饰品	10	能够提升强化持续技能和回避性能技能的装饰品。
2253	重击·回避珠【4】	装饰品	10	能够提升破坏王技能和回避性能技能的装饰品。
2254	击晕·回避珠【4】	装饰品	10	能够提升击晕术技能和回避性能技能的装饰品。
2255	底力·回避珠【4】	装饰品	10	能够提升火场怪力技能和回避性能技能的装饰品。
2256	防风·回避珠【4】	装饰品	10	能够提升风压耐性技能和回避性能技能的装饰品。
2257	拔刀·回避珠【4】	装饰品	10	能够提升拔刀术【技】技能和回避性能技能的装饰品。
2258	全开·回避珠【4】	装饰品	10	能够提升力量解放技能和回避性能技能的装饰品。
2259	挑战·回避珠【4】	装饰品	10	能够提升挑战者技能和回避性能技能的装饰品。
2260	无伤·回避珠【4】	装饰品	10	能够提升无伤技能和回避性能技能的装饰品。
2261	逆上·回避珠【4】	装饰品	10	能够提升怨恨技能和回避性能技能的装饰品。
2262	浑身·回避珠【4】	装饰品	10	能够提升精神抖擞技能和回避性能技能的装饰品。
2263	耐冲·回避珠【4】	装饰品	10	能够提升减轻胆怯技能和回避性能技能的装饰品。
2264	转福·回避珠【4】	装饰品	11	能够提升转祸为福技能和回避性能技能的装饰品。
2265	防音·回避珠【4】	装饰品	11	能够提升耳塞技能和回避性能技能的装饰品。
2266	超心·回避珠【4】	装饰品	11	能够提升超会心技能和回避性能技能的装饰品。
2267	痛击·回避珠【4】	装饰品	11	能够提升弱点特效技能和回避性能技能的装饰品。
2268	匠·回避珠【4】	装饰品	11	能够提升匠技能和回避性能技能的装饰品。
2269	解放·回避珠【4】	装饰品	11	能够提升属性解放／装填扩充技能和回避性能技能的装饰品。
2270	环境珠【1】	装饰品	8	能够提升环境利用知识技能的装饰品。
2271	Unavailable	装饰品	8	能够提升适应水场·深雪技能的装饰品。
2272	耐寒珠【2】	装饰品	8	能够提升寒冷耐性技能的装饰品。
2273	Unavailable	物品	3	Unavailable
2274	Unavailable	物品	3	Unavailable
2275	Unavailable	物品	3	Unavailable
2276	Unavailable	物品	3	Unavailable
2277	Unavailable	物品	3	Unavailable
2278	Unavailable	物品	3	Unavailable
2279	Unavailable	物品	3	Unavailable
2280	Unavailable	物品	3	Unavailable
2281	Unavailable	物品	3	Unavailable
2282	Unavailable	物品	3	Unavailable
2283	Unavailable	物品	3	Unavailable
2284	Unavailable	物品	3	Unavailable
2285	Unavailable	物品	3	Unavailable
2286	Unavailable	物品	3	Unavailable
2287	Unavailable	物品	3	Unavailable
2288	Unavailable	物品	3	Unavailable
2289	Unavailable	物品	3	Unavailable
2290	Unavailable	物品	3	Unavailable
2291	Unavailable	物品	3	Unavailable
2292	Unavailable	物品	3	Unavailable
2293	Unavailable	物品	3	Unavailable
2294	Unavailable	物品	3	Unavailable
2295	Unavailable	物品	3	Unavailable
2296	Unavailable	物品	3	Unavailable
2297	Unavailable	物品	3	Unavailable
2298	Unavailable	物品	3	Unavailable
2299	Unavailable	物品	3	Unavailable
2300	Unavailable	物品	3	Unavailable
2301	Unavailable	物品	3	Unavailable
2302	Unavailable	物品	3	Unavailable
2303	Unavailable	物品	3	Unavailable
2304	Unavailable	物品	3	Unavailable
2305	Unavailable	物品	3	Unavailable
2306	Unavailable	物品	3	Unavailable
2307	Unavailable	物品	3	Unavailable
2308	Unavailable	物品	3	Unavailable
2309	Unavailable	物品	3	Unavailable
2310	Unavailable	物品	3	Unavailable
2311	Unavailable	物品	3	Unavailable
2312	Unavailable	物品	3	Unavailable
2313	Unavailable	物品	3	Unavailable
2314	Unavailable	物品	3	Unavailable
2315	Unavailable	物品	3	Unavailable
2316	Unavailable	物品	3	Unavailable
2317	Unavailable	物品	3	Unavailable
2318	竹帘【小】	房间装饰	3	保持通风良好，又能遮挡阳光的好东西。
2319	竹帘【大】	房间装饰	3	保持通风良好，又能遮挡阳光的好东西。
2320	侘寂的长椅	房间装饰	3	富有风情又兼具格调的长椅。
2321	侘寂的床铺	房间装饰	3	富有风情、悠闲舒适的床铺。
2322	侘寂的桌子	房间装饰	3	充满风情的木制桌子。
2323	侘寂的椅子	房间装饰	3	富有风情、值得细细品味的椅子。
2324	火锅料理组合	房间装饰	3	有着美味高汤，让人暖到心底的火锅。
2325	侘寂的矮柜	房间装饰	3	兼具风情与存在感的矮柜。
