物品ID	物品名称	物品类型	稀有度	物品介绍
2242	渾身‧體術珠【４】	装饰品	10	能夠提升精神抖擻技能和體術技能的裝飾品。
2243	耐衝‧體術珠【４】	装饰品	10	能夠提升減輕膽怯技能和體術技能的裝飾品。
2244	轉福‧體術珠【４】	装饰品	11	能夠提升轉禍為福技能和體術技能的裝飾品。
2245	防音‧體術珠【４】	装饰品	11	能夠提升耳塞技能和體術技能的裝飾品。
2246	超心‧體術珠【４】	装饰品	11	能夠提升超會心技能和體術技能的裝飾品。
2247	痛擊‧體術珠【４】	装饰品	11	能夠提升弱點特效技能和體術技能的裝飾品。
2248	匠‧體術珠【４】	装饰品	11	能夠提升匠技能和體術技能的裝飾品。
2249	解放‧體術珠【４】	装饰品	11	能夠提升屬性解放／裝填擴充技能和體術技能的裝飾品。
2250	耐震‧迴避珠【４】	装饰品	10	能夠提升耐震技能和迴避性能技能的裝飾品。
2251	縮短‧迴避珠【４】	装饰品	10	能夠提升集中技能和迴避性能技能的裝飾品。
2252	昂揚‧迴避珠【４】	装饰品	10	能夠提升強化持續技能和迴避性能技能的裝飾品。
2253	重擊‧迴避珠【４】	装饰品	10	能夠提升破壞王技能和迴避性能技能的裝飾品。
2254	ＫＯ‧迴避珠【４】	装饰品	10	能夠提升ＫＯ術技能和迴避性能技能的裝飾品。
2255	底力‧迴避珠【４】	装饰品	10	能夠提升火場怪力技能和迴避性能技能的裝飾品。
2256	防風‧迴避珠【４】	装饰品	10	能夠提升風壓耐性技能和迴避性能技能的裝飾品。
2257	拔刀‧迴避珠【４】	装饰品	10	能夠提升拔刀術【技】技能和迴避性能技能的裝飾品。
2258	全開‧迴避珠【４】	装饰品	10	能夠提升力量解放技能和迴避性能技能的裝飾品。
2259	挑戰‧迴避珠【４】	装饰品	10	能夠提升挑戰者技能和迴避性能技能的裝飾品。
2260	無傷‧迴避珠【４】	装饰品	10	能夠提升無傷技能和迴避性能技能的裝飾品。
2261	逆上‧迴避珠【４】	装饰品	10	能夠提升怨恨技能和迴避性能技能的裝飾品。
2262	渾身‧迴避珠【４】	装饰品	10	能夠提升精神抖擻技能和迴避性能技能的裝飾品。
2263	耐衝‧迴避珠【４】	装饰品	10	能夠提升減輕膽怯技能和迴避性能技能的裝飾品。
2264	轉福‧迴避珠【４】	装饰品	11	能夠提升轉禍為福技能和迴避性能技能的裝飾品。
2265	防音‧迴避珠【４】	装饰品	11	能夠提升耳塞技能和迴避性能技能的裝飾品。
2266	超心‧迴避珠【４】	装饰品	11	能夠提升超會心技能和迴避性能技能的裝飾品。
2267	痛擊‧迴避珠【４】	装饰品	11	能夠提升弱點特效技能和迴避性能技能的裝飾品。
2268	匠‧迴避珠【４】	装饰品	11	能夠提升匠技能和迴避性能技能的裝飾品。
2269	解放‧迴避珠【４】	装饰品	11	能夠提升屬性解放／裝填擴充技能和迴避性能技能的裝飾品。
2270	環境珠【１】	装饰品	8	能夠提升環境利用知識技能的裝飾品。
2271	Unavailable	装饰品	8	能夠提升適應水場‧深雪技能的裝飾品。
2272	耐寒珠【２】	装饰品	8	能夠提升寒冷耐性技能的裝飾品。
2273	佯動珠【３】	装饰品	10	能夠提升佯動攻擊技能的裝飾品。
2274	受身珠【３】	装饰品	10	能夠提升受身術技能的裝飾品。
2275	削擊珠【３】	装饰品	10	能夠提升飛翔爪攻擊強化技能的裝飾品。
2276	Unavailable	物品	3	Unavailable
2277	Unavailable	物品	3	Unavailable
2278	Unavailable	物品	3	Unavailable
2279	Unavailable	物品	3	Unavailable
2280	Unavailable	物品	3	Unavailable
2281	Unavailable	物品	3	Unavailable
2282	Unavailable	物品	3	Unavailable
2283	Unavailable	物品	3	Unavailable
2284	Unavailable	物品	3	Unavailable
2285	Unavailable	物品	3	Unavailable
2286	Unavailable	物品	3	Unavailable
2287	Unavailable	物品	3	Unavailable
2288	Unavailable	物品	3	Unavailable
2289	Unavailable	物品	3	Unavailable
2290	Unavailable	物品	3	Unavailable
2291	Unavailable	物品	3	Unavailable
2292	Unavailable	物品	3	Unavailable
2293	Unavailable	物品	3	Unavailable
2294	Unavailable	物品	3	Unavailable
2295	Unavailable	物品	3	Unavailable
2296	Unavailable	物品	3	Unavailable
2297	Unavailable	物品	3	Unavailable
2298	Unavailable	物品	3	Unavailable
2299	Unavailable	物品	3	Unavailable
2300	Unavailable	物品	3	Unavailable
2301	Unavailable	物品	3	Unavailable
2302	Unavailable	物品	3	Unavailable
2303	Unavailable	物品	3	Unavailable
2304	Unavailable	物品	3	Unavailable
2305	Unavailable	物品	3	Unavailable
2306	Unavailable	物品	3	Unavailable
2307	Unavailable	物品	3	Unavailable
2308	Unavailable	物品	3	Unavailable
2309	Unavailable	物品	3	Unavailable
2310	Unavailable	物品	3	Unavailable
2311	Unavailable	物品	3	Unavailable
2312	Unavailable	物品	3	Unavailable
2313	Unavailable	物品	3	Unavailable
2314	Unavailable	物品	3	Unavailable
2315	Unavailable	物品	3	Unavailable
2316	Unavailable	物品	3	Unavailable
2317	Unavailable	物品	3	Unavailable
2318	竹簾【小】	房间装饰	3	保持通風良好，又能遮擋陽光的好東西。
2319	竹簾【大】	房间装饰	3	保持通風良好，又能遮擋陽光的好東西。
2320	侘寂的長椅	房间装饰	3	富有風情又兼具格調的長椅。
2321	侘寂的床鋪	房间装饰	3	富有風情、悠閒舒適的床鋪。
2322	侘寂的桌子	房间装饰	3	充滿風情的木製桌子。
2323	侘寂的椅子	房间装饰	3	富有風情、值得細細品味的椅子。
2324	火鍋料理組合	房间装饰	3	有著美味高湯，讓人暖到心底的火鍋。
2325	侘寂的矮櫃	房间装饰	3	兼具風情與存在感的矮櫃。
2326	艾路不倒翁【赤】	房间装饰	3	模仿艾路造型，長有貓耳的不倒翁。
2327	艾路不倒翁【金】	房间装饰	3	模仿艾路造型，長有貓耳的不倒翁。金色的光芒十分耀眼。
2328	艾路招財貓	房间装饰	3	模仿艾路造型，圓滾滾的可愛招財貓。
2329	梅拉路招財貓	房间装饰	3	模仿梅拉路造型，圓滾滾的可愛招財貓。
2330	葫蘆	房间装饰	3	據稱可帶來好運的葫蘆擺飾。
2331	迷你坐墊	房间装饰	3	3層迷你坐墊
2332	畫作【焚香的女人】	房间装饰	3	以第三期團團長為主題的畫作。使用了獨特的繪畫技巧。
2333	扇子	房间装饰	3	純白無花紋的簡樸扇子。
2334	扇子【金】	房间装饰	3	閃耀金色光芒的扇子。
2335	扇子【櫻】	房间装饰	3	繪有精緻淺色櫻花圖樣的高雅扇子。
2336	侘寂的長桌	房间装饰	3	富有風情又兼具格調的長桌。
2337	侘寂的櫃子	房间装饰	3	兼具風情與存在感的櫃子。
2338	侘寂的燈具	房间装饰	3	以竹籠做成，令人感到溫暖的燈具。
2339	掛軸【狩】	房间装饰	3	以異國文字寫著「狩」的掛軸。
2340	掛軸【獸纏族】	房间装饰	3	畫有獸纏族樣貌，讓人心情平和的掛軸。
2341	掛軸【絕對強者】	房间装饰	3	以異國文字寫著「絕對強者」的掛軸。
2342	掛軸【水墨畫】	房间装饰	3	畫有新大陸風景，充滿情調的掛軸。
2343	畫作【新大陸】	房间装饰	3	以新大陸為主題繪製而成的畫作。運用了獨特的繪畫技巧。
2344	侘寂的地毯（1樓）	房间装饰	3	富有情調的沉穩地毯。
2345	侘寂的地毯（2樓）	房间装饰	3	富有情調的沉穩地毯。
2346	展示刀	房间装饰	3	以優美屏風和刀架展示，供人觀賞的刀。
2347	花藝作品	房间装饰	3	利用美麗屏風和花瓶呈現出風流雅致的花藝創作。
2348	The Comforts of Home	房间装饰	3	Monster Hunter World: Iceborne前線據點的小屋
2349	Preparing for the Journey - Living Quarters	房间装饰	3	Monster Hunter: World二等小屋
2350	Dreams of Tomorrow - Private Quarters	房间装饰	3	Monster Hunter: World一等小屋
2351	Gorgeous Days - Private Suite	房间装饰	3	Monster Hunter: World特等小屋
2352	A Brand New Day	房间装饰	3	Monster Hunter- Kokoto Village 背景曲
2353	The Gracious Villagers	房间装饰	3	Monster Hunter 2- Jumbo Village 背景曲
2354	Moga on the Sea	房间装饰	3	Monster Hunter 3- Moga Village 背景曲
2355	Harbor of the Sun - Val Habar	房间装饰	3	Monster Hunter 4 Ultimate- Val Habar 背景曲
2356	Proof of a Hero - Monster Hunter: World Version	房间装饰	3	Monster Hunter: World背景曲
2357	Guidance	房间装饰	3	Monster Hunter: World背景曲
2358	Pride of a Nameless Hunter	房间装饰	3	Monster Hunter: World背景曲
2359	Succession of Light	房间装饰	3	Monster Hunter World: Iceborne背景曲
2360	Tales Spun through Song	房间装饰	3	Monster Hunter World: Iceborne背景曲
2361	Saudade	房间装饰	3	拉昆市合作活動結尾樂曲
2362	Save Room	房间装饰	3	拉昆市合作活動安全室的樂曲入室時會播放一次。
2363	Black Impact	房间装饰	3	拉昆市合作活動暴君戰鬥樂曲
2364	A Day in the Town	房间装饰	3	Monster Hunter- Minegarde 背景曲
2365	Bustlin' Dundorma	房间装饰	3	Monster Hunter 2- Dundorma 背景曲
2366	Great Desert Outpost, Loc Lac	房间装饰	3	Monster Hunter 3- Loc Lac 背景曲
2367	The Lovely Feast	房间装饰	3	Monster Hunter 4 Ultimate- Gathering Hall 背景曲
2368	Savage of the Ancient Forest	房间装饰	3	Monster Hunter: World蠻顎龍戰鬥樂曲
2369	Beast with Fire Upon its Back - Zorah Magdaros	房间装饰	3	Monster Hunter: World熔山龍戰鬥樂曲
2370	Even Elder Dragons Tremble - Nergigante	房间装饰	3	Monster Hunter: World滅盡龍戰鬥樂曲
2371	The Shadow Upon the Tempest - Kushala Daora (World version)	房间装饰	3	Monster Hunter: World鋼龍戰鬥樂曲
2372	Ruler of the Flame - Teostra (World version)	房间装饰	3	Monster Hunter: World炎王龍戰鬥樂曲
2373	Keeper of Hades - Vaal Hazak	房间装饰	3	Monster Hunter: World屍套龍戰鬥樂曲
2374	The Invading Tyrant - Bazelgeuse	房间装饰	3	Monster Hunter: World爆鱗龍戰鬥樂曲
2375	Guiding Lamp to the Otherworld	房间装饰	3	Monster Hunter: World冥燈龍戰鬥樂曲①
2376	How Life Springs Anew	房间装饰	3	Monster Hunter: World冥燈龍戰鬥樂曲②
2377	Demonic Glutton - Deviljho: World Version	房间装饰	3	Monster Hunter: World恐暴龍戰鬥樂曲
2378	The Brilliance that Rules the Everstream - Kulve Taroth: Confrontation	房间装饰	3	Monster Hunter: World絢輝龍戰鬥樂曲①
2379	The Brilliance that Rules the Everstream - Kulve Taroth: Transformation	房间装饰	3	Monster Hunter: World絢輝龍戰鬥樂曲②
2380	The Brilliance that Rules the Everstream - Kulve Taroth: Tremor	房间装饰	3	Monster Hunter: World絢輝龍戰鬥樂曲③
2381	Empress of the Flame - Lunastra: World Version	房间装饰	3	Monster Hunter: World炎妃龍戰鬥樂曲
2382	From the Rumblings Come a Song	房间装饰	3	Monster Hunter World: Iceborne天地煌啼龍戰鬥樂曲①
2383	A Single Bloom in an Eternity	房间装饰	3	Monster Hunter World: Iceborne天地煌啼龍戰鬥樂曲②
2384	The Beast Bares Its Fangs - Tigrex: World Version	房间装饰	3	Monster Hunter World: Iceborne轟龍戰鬥樂曲
2385	The Scorching Blade - Glavenus: World Version	房间装饰	3	Monster Hunter World: Iceborne斬龍戰鬥樂曲
2386	Brutish Indigo - Brachydios: World Version	房间装饰	3	Monster Hunter World: Iceborne碎龍戰鬥樂曲
2387	Splendiferous Silver Sovereign - Velkhana	房间装饰	3	Monster Hunter World: Iceborne冰呪龍戰鬥樂曲
2388	Golden Mane - Rajang: World version	房间装饰	3	Monster Hunter World: Iceborne金獅子戰鬥樂曲
2389	Proof of a Hero: Sebastian Schwartz Remix	房间装饰	3	Monster Hunter Series main themeremix from the albumMonster Hunter Disco Remix
2390	The Merry Band: The Sound Room Remix	房间装饰	3	Monster Hunter 2 - Dundorma themeremix from the albumMonster Hunter Disco Remix
2391	Spark of Blue - Zinogre: Sebastian Schwartz Remix	房间装饰	3	Monster Hunter Portable 3rdZinogre battle theme remix fromMonster Hunter Disco Remix
2392	Brutish Indigo - Brachydios: The Sound Room Remix	房间装饰	3	Monster Hunter 3 UltimateBrachydios battle theme remix fromMonster Hunter Disco Remix
2393	To The Ones With Life: The Sound Room Remix	房间装饰	3	Monster Hunter 3 main theme remixfrom Monster Hunter Disco Remix
2394	Barley Field Walkway	房间装饰	3	Monster Hunter 3- Loc Lac Tavern 背景曲
2395	Hunter of the Violent Sands	房间装饰	3	Monster Hunter 3- Loc Lac Tavern 背景曲
2396	Cazador Del Monstruo	房间装饰	3	Monster Hunter 3- Loc Lac Tavern 背景曲
2397	Gather Up, Everyone! ~ Sunsnug Isle	房间装饰	3	Monster Hunter 4- Sunsnug Isle 背景曲
2398	Red Glare in the Darkness - Nargacuga: World Version	房间装饰	3	Monster Hunter World: Iceborne迅龍　戰鬥樂曲
2399	Spark of Blue - Zinogre: World Version	房间装饰	3	Monster Hunter World: Iceborne雷狼龍　戰鬥樂曲
2400	The Howling Lone Wolf - Yian Garuga: World Version	房间装饰	3	Monster Hunter World: Iceborne黑狼鳥　戰鬥樂曲
2401	Morning Star of the Dark Tide - Namielle	房间装饰	3	Monster Hunter World: Iceborne溟波龍　戰鬥樂曲
2402	World's End - Arch-Tempered Nergigante	房间装饰	3	Monster Hunter: World歷戰王滅盡龍　戰鬥樂曲
2403	Brutish Indigo Rages	房间装饰	3	Monster Hunter World: Iceborne猛爆碎龍　戰鬥樂曲
2404	The Emperor Emerges From Under the Veil	房间装饰	3	Monster Hunter World: Iceborne冥赤龍　戰鬥樂曲①
2405	For the Emperor's Amusement	房间装饰	3	Monster Hunter World: Iceborne冥赤龍　戰鬥樂曲②
2406	Proof of a Hero (MH Swing)	房间装饰	3	Monster Hunter main theme- ArrangementMonster Hunter Swing
2407	Ruler of the Flame - Teostra (MH Swing)	房间装饰	3	炎王龍 戰鬥樂曲- ArrangementMonster Hunter Swing
2408	豪華的床鋪	房间装饰	3	以黃金裝飾，讓人進入深沉睡眠的特製床鋪。
2409	蛋糕塔組合	房间装饰	3	一層一層往上疊的蛋糕，讓人盡情享受甜點樂趣的料理組合。
2410	梅拉路玩偶	房间装饰	3	質樸可愛的梅拉路玩偶。
2411	豪華的壺子【銀】	房间装饰	3	用純銀打造的昂貴壺子。
2412	豪華的壺子【金】	房间装饰	3	用黃金打造的昂貴壺子。
2413	梅花盆栽	房间装饰	3	種有嬌豔梅花的盆栽，帶著些許夢幻的氣息。【萬福之宴　特別家具】
2414	點綴裝飾的盆栽	房间装饰	3	在枝葉點綴熱鬧裝飾的可愛盆栽。【萬福之宴　特別家具】
2415	花飾【小】	房间装饰	3	以艷麗紅花點綴的小巧花瓶。【盛放之宴　特別家具】
2416	花飾【大】	房间装饰	3	以艷麗紅花點綴的大型花瓶。【盛放之宴　特別家具】
2417	熱帶的盆栽	房间装饰	3	據說生長於溫暖地區的植物盆栽。【熱情之宴　特別家具】
2418	驚魂南瓜	房间装饰	3	令人不太舒服的南瓜擺飾。【驚魂夜　特別家具】
2419	模型【第五期團的船】	房间装饰	3	仿照第五期團的船而造的精巧模型。
2420	模型【改造船】	房间装饰	3	對抗熔山龍的改造船的模型。
2421	模型【研究基地】	房间装饰	3	熟練工匠親手仿照研究基地而造的精巧模型。
2422	模型【營地】	房间装饰	3	熟練工匠親手仿照營地而造的精巧模型。
2423	優雅茶具組	房间装饰	3	優雅陶器茶具組。
2424	壺子【黑】	房间装饰	3	上面畫有黑底紅色圖案的豪華壺子。【熱情之宴　特別家具】
2425	壺子【黃】	房间装饰	3	有黃色裝飾的豪華壺子。【熱情之宴　特別家具】
2426	面具【火龍】	房间装饰	3	火龍造型的面具。【熱情之宴　特別家具】
2427	面具【雌火龍】	房间装饰	3	雌火龍造型的面具。【熱情之宴　特別家具】
2428	面具【搔鳥】	房间装饰	3	搔鳥造型的面具。【熱情之宴　特別家具】
2429	驚魂吊飾①	房间装饰	3	有著妖怪外型，散發陰森感覺的吊飾。【驚魂夜　特別家具】
2430	艾路氣球	房间装饰	3	模仿艾路造型的可愛垂吊式氣球。【大感謝之宴　特別家具】
2431	德特爾氣球‧白	房间装饰	3	模仿德特爾造型的可愛垂吊式氣球。【大感謝之宴　特別家具】
2432	德特爾氣球‧黑	房间装饰	3	模仿德特爾造型的可愛垂吊式氣球。【大感謝之宴　特別家具】
2433	奇面族氣球	房间装饰	3	模仿奇面族造型的可愛垂吊式氣球。【大感謝之宴　特別家具】
2434	面具吊飾【火龍】	房间装饰	3	火龍造型的面具吊飾。【熱情之宴　特別家具】
2435	面具吊飾【雌火龍】	房间装饰	3	雌火龍造型的面具吊飾。【熱情之宴　特別家具】
2436	面具吊飾【搔鳥】	房间装饰	3	搔鳥造型的面具吊飾。【熱情之宴　特別家具】
2437	畫作【艾路②】	房间装饰	3	畫有艾路和噗吱豬的畫作。風格溫暖人心。
2438	畫作【艾路③】	房间装饰	3	描繪穿戴著不同裝備的艾路。
2439	畫作【艾路④】	房间装饰	3	描繪懶散艾路模樣的畫作。
2440	畫作【狩獵的空閒時光】	房间装饰	3	描繪獵人正在準備狩獵的情景。隨著吸引人的味道前來的是…？
2441	畫作【古代樹植物】	房间装饰	3	以古代樹上盛開的花為主題的圖畫作品。
2442	畫作【水壺與水果】	房间装饰	3	描繪寧靜日常情景的寫實風格畫作。
2443	豪華的櫃子	房间装饰	3	用黃金高雅點綴的豪華櫃子。
2444	懷舊的燈具【黃】	房间装饰	3	木製的懷舊燈具。散發溫暖的黃光照耀著室內。
2445	懷舊的燈具【白】	房间装饰	3	木製的懷舊燈具。散發沉著的白光照耀著室內。
2446	幽暗的燈具	房间装饰	3	在室內散發幽暗燈光的燈具。
2447	高級燈具【白】 	房间装饰	3	閃耀著白色的高級燈具。
2448	可愛的燈具【藍】	房间装饰	3	像花兒般可愛的燈具。散發溫柔的藍光照耀著室內。
2449	可愛的燈具【白】 	房间装饰	3	如花朵般的可愛燈具。
2450	質樸燈具【黃】	房间装饰	3	木製的質樸燈具。散發溫暖的黃光照耀著室內。
2451	質樸燈具【白】	房间装饰	3	木製的質樸燈具。散發清淨的白光照耀著室內。
2452	豪華的燈具	房间装饰	3	用黃金裝飾的豪華燈具。
2453	吊燈	房间装饰	3	會發出燦亮光源的燈具。
2454	噗吱豬燈籠	房间装饰	3	透著溫暖光線的噗吱豬造型燈籠。
2455	萬福提燈	房间装饰	3	為室內帶來些許紅色暖光的大型手提燈籠。【萬福之宴　特別家具】
2456	天燈燈具	房间装饰	3	大量天燈飄浮在空中，呈現出夢幻氛圍的天燈燈具。
2457	豪華壁掛牆架【大】	房间装饰	3	奢華地使用黃金原料打造的豪華壁掛牆架。
2458	豪華壁掛牆架【小】	房间装饰	3	奢華地使用黃金原料打造的豪華壁掛牆架。
2459	畫作【永霜凍土②】	房间装饰	3	描繪永霜凍土的圖畫作品。
2460	大張的地圖	房间装饰	3	描繪包含永霜凍土的大張地圖。
2461	畫作【艾路⑤】	房间装饰	3	畫有各種艾路圖像的壁掛畫作。
2462	驚魂恐布	房间装饰	3	透露不尋常氣氛的布料。【驚魂夜　特別家具】
2463	團旗【第一期團】	房间装饰	3	代表第一期團的團旗。
2464	團旗【第二期團】	房间装饰	3	代表第二期團的團旗。
2465	團旗【第三期團】	房间装饰	3	代表第三期團的團旗。
2466	團旗【第四期團】	房间装饰	3	代表第四期團的團旗。
2467	團旗【第五期團】	房间装饰	3	代表第五期團的團旗。
2468	畫作【生命之森】	房间装饰	3	描繪古代樹森林生物群聚、氣氛寧靜祥和的畫作。
2469	畫作【星辰】	房间装饰	3	鮮明描繪「星辰」美麗風景的畫作。
2470	畫作【作戰會議】	房间装饰	3	描繪了作戰會議的情境，呈現調查團一體同心氣氛的畫作。
2471	畫作【遊戲】	房间装饰	3	描繪了艾路和噗吱豬玩耍情境的畫作。
2472	豪華的地毯（1樓）	房间装饰	3	高雅的豪華地毯。
2473	豪華的地毯（2樓）	房间装饰	3	高雅的豪華地毯。
2474	燈籠	房间装饰	3	以溫暖光線照亮四周的燈籠。【萬福之宴　特別家具】
2475	噗吱燈	房间装饰	3	仿造可愛噗吱豬打造的燈具。
2476	立燈①	房间装饰	3	外觀質樸、有造型感的立燈。【大感謝之宴　特別家具】
2477	南瓜提燈	房间装饰	3	雕刻成看起來像臉部的南瓜燈。【驚魂夜　特別家具】
2478	研究組合	房间装饰	3	研究基地使用的研究用道具組合。
2479	廚房組合	房间装饰	3	用餐地區使用的料理用道具組合。
2480	石像【火龍】	房间装饰	3	模仿火龍頭部打造的石像。
2481	寶箱	房间装饰	3	滿溢珍寶的鑑賞用寶箱。
2482	花飾【特大】	房间装饰	3	可襯托典雅花藝之美的特大號花瓶。
2483	巨大的艾路玩偶	房间装饰	3	超巨大的艾路玩偶。
2484	巨大的噗吱豬玩偶	房间装饰	3	超巨大的噗吱豬玩偶。
2485	巨大的德特爾玩偶	房间装饰	3	超巨大的德特爾玩偶。
2486	武具的展示台	房间装饰	3	可用來陳設獵人武器或防具的展示台。
2487	Unavailable	房间装饰	3	Unavailable
2488	Unavailable	房间装饰	3	Unavailable
2489	導蟲的蟲籠	房间装饰	3	內有導蟲的蟲籠。打開後會放出導蟲在室內飛舞。
2490	大盾稻草人	房间装饰	3	將隨從道具「守護大盾」改造為家具後的成品。
2491	模型【大凶豺龍】	房间装饰	3	魔物模型大凶豺龍
2492	模型【滅盡龍】	房间装饰	3	魔物模型滅盡龍
2493	模型【鋼龍】	房间装饰	3	魔物模型鋼龍
2494	模型【岩賊龍】	房间装饰	3	魔物模型岩賊龍
2495	模型【火龍】	房间装饰	3	魔物模型火龍
2496	模型【蠻顎龍】	房间装饰	3	魔物模型蠻顎龍
2497	典雅圖案地板【藍】	房间装饰	3	Unavailable
2498	典雅圖案地板【綠】	房间装饰	3	Unavailable
2499	典雅圖案地板【白】	房间装饰	3	Unavailable
2500	典雅圖案地板【金】	房间装饰	3	Unavailable
2501	可愛圖案地板【藍】	房间装饰	3	Unavailable
2502	可愛圖案地板【綠】	房间装饰	3	Unavailable
2503	可愛圖案地板【灰】	房间装饰	3	Unavailable
2504	高級木質地板	房间装饰	3	Unavailable
2505	榻榻米【綠】	房间装饰	3	Unavailable
2506	榻榻米【茶】	房间装饰	3	Unavailable
2507	木質地板【黑】	房间装饰	3	Unavailable
2508	竹製地板【綠】	房间装饰	3	Unavailable
2509	竹製地板【茶】	房间装饰	3	Unavailable
2510	磁磚地板【藍】	房间装饰	3	Unavailable
2511	磁磚地板【桃】	房间装饰	3	Unavailable
2512	磁磚地板【水】	房间装饰	3	Unavailable
2513	條紋壁面【桃】	房间装饰	3	Unavailable
2514	條紋壁面【灰】	房间装饰	3	Unavailable
2515	條紋壁面【黃】	房间装饰	3	Unavailable
2516	磁磚壁面【藍】	房间装饰	3	Unavailable
2517	磁磚壁面【灰】	房间装饰	3	Unavailable
2518	磁磚壁面【水】	房间装饰	3	Unavailable
2519	高級圖案的壁面【金】	房间装饰	3	Unavailable
2520	高級圖案的壁面【藍】	房间装饰	3	Unavailable
2521	高級圖案的壁面【赤】	房间装饰	3	Unavailable
2522	高級圖案的壁面【綠】	房间装饰	3	Unavailable
2523	豪華圖案的壁面	房间装饰	3	Unavailable
2524	木質壁面【黑】	房间装饰	3	Unavailable
2525	灰泥壁面【黃土】	房间装饰	3	Unavailable
2526	竹製壁面【綠】	房间装饰	3	Unavailable
2527	竹製壁面【茶】	房间装饰	3	Unavailable
2528	大理石壁面【灰】	房间装饰	3	Unavailable
2529	豪華的沙發	房间装饰	3	典雅的豪華沙發。
2530	萬福料理組合	房间装饰	3	用油毫不吝嗇，以大火烹煮出來的特別料理。【萬福之宴　特別料理】
2531	高級料理拼盤	房间装饰	3	活用高級素材的原味，極盡豪奢之能事的特別料理【大感謝之宴　特別料理】
2532	盛放料理組合	房间装饰	3	採用高雅精緻食材，結合花朵盤飾的特別料理。【盛放之宴　特別料理】
2533	熱情料理組合	房间装饰	3	一吃就暖心，肉類豐富的特別料理。【熱情之宴　特別料理】
2534	模型【飛雷龍】	房间装饰	3	魔物模型飛雷龍
2535	模型【冰牙龍】	房间装饰	3	魔物模型冰牙龍
2536	模型【猛牛龍】	房间装饰	3	魔物模型猛牛龍
2537	模型【獸纏族】	房间装饰	3	魔物模型獸纏族
2538	模型【冰呪龍】	房间装饰	3	魔物模型冰呪龍
2539	模型【風漂龍】	房间装饰	3	魔物模型風漂龍
2540	模型【冰魚龍】	房间装饰	3	魔物模型冰魚龍
2541	模型【迅龍】	房间装饰	3	魔物模型迅龍
2542	模型【毒妖鳥】	房间装饰	3	魔物模型毒妖鳥
2543	模型【山貓族】	房间装饰	3	魔物模型德特爾
2544	模型【斬龍】	房间装饰	3	魔物模型斬龍
2545	模型【雌火龍】	房间装饰	3	魔物模型雌火龍
2546	模型【搔鳥】	房间装饰	3	魔物模型搔鳥
2547	模型【雷狼龍】	房间装饰	3	魔物模型雷狼龍
2548	模型【黑狼鳥】	房间装饰	3	魔物模型黑狼鳥
2549	模型【大凶顎龍】	房间装饰	3	魔物模型大凶顎龍＆凶顎龍
2550	模型【轟龍】	房间装饰	3	魔物模型轟龍
2551	模型【慘爪龍】	房间装饰	3	魔物模型慘爪龍
2552	模型【骨鎚龍】	房间装饰	3	魔物模型骨鎚龍
2553	模型【溟波龍】	房间装饰	3	魔物模型溟波龍
2554	模型【浮空龍】	房间装饰	3	魔物模型浮空龍
2555	模型【眩鳥】	房间装饰	3	魔物模型眩鳥
2556	模型【金獅子】	房间装饰	3	魔物模型金獅子
2557	模型【幻獸】	房间装饰	3	魔物模型麒麟
2558	模型【炎妃龍】	房间装饰	3	魔物模型炎妃龍
2559	模型【屍套龍】	房间装饰	3	魔物模型屍套龍
2560	模型【炎王龍】	房间装饰	3	魔物模型炎王龍
2561	模型【奇面族】	房间装饰	3	魔物模型奇面族&奇面族王
2562	模型【碎龍】	房间装饰	3	魔物模型碎龍
2563	模型【爆鎚龍】	房间装饰	3	魔物模型爆鎚龍
2564	模型【熔岩龍】	房间装饰	3	魔物模型熔岩龍
2565	模型【大感謝】	房间装饰	3	感情和睦的魔物夫婦歡慶誕生的模型。【大感謝之宴　特別家具】
2566	大理石壁面【白】	房间装饰	3	Unavailable
2567	大理石磚地板【白】	房间装饰	3	Unavailable
2568	綠色藥草	房间装饰	3	阿克雷山區原生的綠色藥草。【拉昆市合作活動】
2569	紅色藥草	房间装饰	3	阿克雷山區原生的紅色藥草。【拉昆市合作活動】
2570	藍色藥草	房间装饰	3	阿克雷山區原生的藍色藥草。【拉昆市合作活動】
2571	急救噴霧	房间装饰	3	治療噴霧，可完全回復體力。【拉昆市合作活動】
2572	浣熊先生	房间装饰	3	大受小孩子歡迎的浣熊先生玩偶。看起來挺適合射擊練習。【拉昆市合作活動】
2573	不對勁的地毯（1樓）	房间装饰	3	散發著不對勁的氣氛的地毯。【拉昆市合作活動】
2574	不對勁的地毯（2樓）	房间装饰	3	散發著不對勁的氣氛的地毯。【拉昆市合作活動】
2575	S.T.A.R.S. 壁飾 1	房间装饰	3	拉昆市警局特種部隊「S.T.A.R.S.」的壁飾。【拉昆市合作活動】
2576	S.T.A.R.S. 壁飾 2	房间装饰	3	拉昆市警局特種部隊「S.T.A.R.S.」的壁飾。【拉昆市合作活動】
2577	打字機	房间装饰	3	恐懼、安寧、人生。什麽都可以記錄的打字機。【拉昆市合作活動】
2578	置物箱	房间装饰	3	可以保管過剩道具的置物箱。【拉昆市合作活動】
2579	驚魂料理組合	房间装饰	3	結合各式繽紛點心的特別料理。【驚魂夜　特別料理】
2580	噗吱豬黃金像	房间装饰	3	閃耀黃金光芒的噗吱豬雕像。
2581	雪人【萬福】	房间装饰	3	擁有標準外觀，裝飾著熱鬧燈泡的雪人。【萬福之宴　特別家具】
